"","var","ID1","ID2","mean","median","pc2.5","pc97.5","overlap0","gel"
"13833","ldx",551,NA,-0.345508176897395,-0.0450331471816657,-2.64193723765054,0.239606301372637,TRUE,1.00124366109409
"13834","ldx",552,NA,-0.313189728736198,-0.0370352342663025,-2.41411074784678,0.238028208000465,TRUE,1.00019916119905
"13835","ldx",553,NA,-1.06602805977515,-0.577638155666081,-4.99894529955403,0.22228151368107,TRUE,1.00002456270225
"13836","ldx",554,NA,-0.477894925105264,-0.107887630173815,-3.22542403146725,0.236195792889213,TRUE,1.00708003430987
"13837","ldx",555,NA,-1.77827477009635,-1.17736289080577,-7.14398045294929,0.210869610243665,TRUE,1.00086671307605
"13838","ldx",556,NA,-0.397955188194742,-0.0555963420806086,-2.91449764774012,0.237632206197009,TRUE,1.00429087567171
"13839","ldx",557,NA,-1.67217440401488,-1.14922890521601,-6.54504147625644,0.211663545106371,TRUE,1.00042459439046
"13840","ldx",558,NA,-0.368611341805073,-0.053285742896191,-2.71087980146183,0.238335964971077,TRUE,1.00186444524965
"13841","ldx",559,NA,-2.23123519463942,-1.68529554635856,-7.90918042125615,0.194311289081335,TRUE,1.00055801350834
"13842","ldx",560,NA,-0.584201413859491,-0.16027672082815,-3.70318864490645,0.236244235122137,TRUE,1.0000235732236
"13843","ldx",561,NA,-0.744137937797135,-0.285548262041147,-4.24090699991136,0.230820620660802,TRUE,1.00203832128902
"13844","ldx",562,NA,-0.81536284845279,-0.330038805893774,-4.32040596007829,0.231846501445222,TRUE,1.00102384340617
"13845","ldx",563,NA,-0.914146467714701,-0.404622183837137,-4.78966855782155,0.229705154120482,TRUE,1.00091156272476
"13846","ldx",564,NA,-1.05035798751868,-0.531945013188639,-5.04821200654913,0.22344602078704,TRUE,1.00114943533038
"13847","ldx",565,NA,-0.552623148647359,-0.135829783905803,-3.55440478552369,0.234694453991992,TRUE,1.00559376568947
"13848","ldx",566,NA,-0.376879839365392,-0.049471888888955,-2.86921626599804,0.239701912612503,TRUE,1.02289042664446
"13849","ldx",567,NA,-0.92195167761353,-0.421515447411162,-4.65426819662077,0.2305602313259,TRUE,1.00070872264007
