"block","year","water_year","GPP_avg","GPP_total","P_avg","P_total","P_acc","LAI_mod","VPD","S","Tair","Tsoil","PPFD_IN","WUE","GPP_avg_yr","GPP_total_yr","month","Season","B_WUE.pred","cred2.5_WUE.pred","cred97.5_WUE.pred","B_WUE.wght","cred2.5_WUE.wght","cred97.5_WUE.wght"
2014,2014,2014,2.4548873853384,2.4548873853384,0,0,73.5134,0.345125,0.596928958333333,0.0672519131944445,5.351209375,9.61773449074074,24404.5252459,NA,1.7211419581964,628.216814741687,4,"Spring",5.89392848643478,3.50911340222549,13.5377009175238,14.4689306914354,8.61447822484527,33.2335312089134
2015,2014,2014,2.475524608668,2.475524608668,0,0,73.5134,0.3446,0.741669791666667,0.0638932881944445,6.97865625,10.6040240740741,28806.4319732,NA,1.7211419581964,628.216814741687,4,"Spring",5.76148711452717,3.37610563670404,13.408005024944,14.2627031345356,8.35763258512361,33.1918463923931
2016,2014,2014,2.3306834720214,2.3306834720214,0,0,73.5134,0.3504875,1.11154145833333,0.067936703125,11.3237666666667,12.1128363215488,17431.7218865,NA,1.7211419581964,628.216814741687,4,"Spring",5.61181521580505,3.21019446110518,13.2426946491825,13.079364971515,7.48194717247248,30.8645295438758
2017,2014,2014,1.756209216096,1.756209216096,0,0,73.5134,0.356375,1.51570395833333,0.063333625,14.9192575,13.844471969697,28716.9941974,NA,1.7211419581964,628.216814741687,4,"Spring",5.44260983870876,2.99427940265406,13.0549313434899,9.55836155835509,5.25858108250748,22.9271907409375
2018,2014,2014,1.541048966496,1.541048966496,0,0,73.5134,0.3622625,1.67178041666667,0.0599654722222222,15.732730625,14.7150740530303,28007.9579072,NA,1.7211419581964,628.216814741687,4,"Spring",5.2691614081395,2.78585467136446,12.9214746450511,8.12003574231398,4.29313846211425,19.9126251473603
2019,2014,2014,1.2758764118688,1.2758764118688,0,0,73.5134,0.36815,1.66579791666667,0.06269878125,16.0022889583333,14.2707261363636,21063.907310622,NA,1.7211419581964,628.216814741687,4,"Spring",5.11003327936941,2.60617040056033,12.797416818361,6.51977092501201,3.32515133938559,16.3279222513998
2020,2014,2014,1.2472136377218,1.2472136377218,0,0,73.5134,0.3740375,1.39451458333333,0.0624043576388889,14.4688779166667,13.7317674242424,19407.599716021,NA,1.7211419581964,628.216814741687,4,"Spring",4.96090883062999,2.47604264203411,12.6511150857639,6.18731314905623,3.08815415072566,15.7786432673527
2021,2014,2014,1.316596418757,1.316596418757,0,0,73.5134,0.379925,1.04149041666667,0.0571558506944444,10.7467610416667,13.8340761363636,25401.57890575,NA,1.7211419581964,628.216814741687,4,"Spring",4.80881004520729,2.33414155447291,12.5140415380252,6.3312620840026,3.07312241149092,16.4759422731404
2022,2014,2014,0,0,0,0,73.5134,0.3858125,0.284497604166667,0.0606344583333333,-0.122191458333333,11.3814767045455,26857.310832056,NA,1.7211419581964,628.216814741687,4,"Spring",4.65101321466769,2.18673920641658,12.3566319898175,0,0,0
2023,2014,2014,1.6834185276066,1.6834185276066,0,0,73.5134,0.3917,0.796170416666667,0.0590289340277778,7.05372395833333,11.4631232954545,29215.61221096,NA,1.7211419581964,628.216814741687,4,"Spring",4.4944463297772,2.07939273135524,12.193588886361,7.56603422288042,3.50048825013391,20.526913449318
