"block","year","water_year","GPP_avg","GPP_total","P_avg","P_total","P_acc","LAI_mod","VPD","S","Tair","Tsoil","PPFD_IN","WUE","GPP_avg_yr","GPP_total_yr","month","Season","B_WUE.pred","cred2.5_WUE.pred","cred97.5_WUE.pred","B_WUE.wght","cred2.5_WUE.wght","cred97.5_WUE.wght"
3551,2017,2017,0.48815938586322,0.48815938586322,0,0,122.62192,0.206225,3.0159625,0.0288186458476004,28.5545379166667,36.8874888541667,26102.19507641,NA,0.664053713257412,242.379605338955,6,"Summer",2.019023967474,1.00313694436978,3.93564127556759,0.985605500005229,0.48969071470026,1.92122022805901
3552,2017,2017,0.4413131297496,0.4413131297496,0,0,122.62192,0.2077875,3.56716458333333,0.0280547551658332,29.593369375,37.9061150520833,29505.22737879,NA,0.664053713257412,242.379605338955,6,"Summer",1.9637446635434,0.975629955266061,3.74746923557654,0.866626303497415,0.430558309035927,1.65380737699262
3553,2017,2017,0.423711077928498,0.423711077928498,0,0,122.62192,0.20935,3.71936458333333,0.0277039442612924,29.8502097916667,37.59364328125,26310.52136282,NA,0.664053713257412,242.379605338955,6,"Summer",1.89714892127748,0.972988410380898,3.58319255229352,0.803843014425367,0.412265968174426,1.51823837875765
3554,2017,2017,0.25064486193168,0.25064486193168,0,0,122.62192,0.2109125,3.23088958333333,0.0278391872754262,27.9110529166667,36.1016006770833,30314.377557057,NA,0.664053713257412,242.379605338955,6,"Summer",1.66547160711301,0.702705687845282,3.3393590790798,0.417441901015974,0.176129570108587,0.836993195316259
3555,2017,2017,0.25441583717322,0.25441583717322,0,0,122.62192,0.212475,2.12749354166667,0.029669706124986,24.3274702708333,33.335568125,22804.109636012,NA,0.664053713257412,242.379605338955,6,"Summer",1.42924080079058,0.590002205809096,3.11860792517052,0.363621494855258,0.150105905124968,0.793423246097298
3556,2017,2017,0.44240579011764,0.44240579011764,0.7693,0.7693,123.39122,0.2140375,1.5163675,0.0316403234350602,22.098125,30.31007078125,23323.588079622,NA,0.664053713257412,242.379605338955,6,"Summer",1.17691498913027,0.571702601053622,2.89969757942366,0.52067400566747,0.252924540931438,1.28284299872713
3557,2017,2017,0.14829513319044,0.14829513319044,0,0,123.39122,0.2156,1.82905458333333,0.0326311711051256,22.913046875,32.0635668229167,30004.666477239,NA,0.664053713257412,242.379605338955,6,"Summer",1.0122634811673,0.251258813493787,2.82457545839946,0.150113747763523,0.0372604592123331,0.418870793809797
3558,2017,2017,0.49648348882278,0.49648348882278,0,0,123.39122,0.2171125,2.35104416666667,0.0311085266708307,24.6742602083333,33.569197890625,30489.242916334,NA,0.664053713257412,242.379605338955,6,"Summer",1.3876857744767,0.750635481008342,2.72172402172452,0.688963074701933,0.372678122445187,1.35129103791856
3559,2017,2017,0.33781303523214,0.33781303523214,0,0,123.39122,0.218625,3.081785,0.0300467687558265,25.5572745833333,33.6212216145833,32674.367855688,NA,0.664053713257412,242.379605338955,6,"Summer",1.52460391094692,0.775890124259375,2.66123198119051,0.515031074683771,0.262105797882702,0.898998853022807
3560,2017,2017,0.41650470327888,0.41650470327888,0,0,123.39122,0.2201375,3.30455416666667,0.0286577246013286,26.86777875,34.20761703125,33641.455654136,NA,0.664053713257412,242.379605338955,6,"Summer",1.53075788311373,0.884471660454152,2.47279767098266,0.63756785789809,0.368386606496035,1.02993186022134
3561,2017,2017,0.41244142617936,0.41244142617936,0,0,123.39122,0.22165,2.75475625,0.0283304494123432,25.811075625,34.22207046875,32386.844895234,NA,0.664053713257412,242.379605338955,6,"Summer",1.07267961609873,0.602638751373858,1.87607202730082,0.44241751069729,0.248553186087583,0.773769822555153
3562,2017,2017,0.21791609740026,0.21791609740026,4.0663,4.0663,127.45752,0.2231625,2.07190666666667,0.0333788057452848,24.5926529166667,31.4590468229167,29096.274586231,NA,0.664053713257412,242.379605338955,7,"Summer",0.393856669056525,0.221029277017457,0.949805717203072,0.0858277082558637,0.0481658374588452,0.206977955181348
3563,2017,2017,0.05445079807968,0.05445079807968,4.1762,4.1762,131.63372,0.224675,2.141080625,0.054951927604819,24.225745,26.48263546875,26554.695148685,NA,0.664053713257412,242.379605338955,7,"Summer",0.0300023263312359,0.0249083703138046,0.0388313963606264,0.00163365061298279,0.00135628064245087,0.00211440052238449
3564,2017,2017,0.222256300356,0.222256300356,0,0,131.63372,0.2261875,2.90857708333333,0.0720144771581232,25.9923989583333,29.1276796875,33764.761592182,NA,0.664053713257412,242.379605338955,7,"Summer",0.171824411070502,0.132185809647311,0.249002723792312,0.0381890579153783,0.0293791290117738,0.0553424241686463
3565,2017,2017,0.42026405139198,0.42026405139198,0,0,131.63372,0.2277,3.22765208333333,0.0659305351047555,27.469835,33.2296973958333,33380.625207537,NA,0.664053713257412,242.379605338955,7,"Summer",0.833770490132826,0.506408612665151,1.4621565460556,0.350403764114298,0.212825335218448,0.614491833814629
3566,2017,2017,0.51683158624302,0.51683158624302,0.2198,0.2198,131.85352,0.2267,2.3334375,0.0569647091475297,25.5559660416667,32.8687630729167,28547.121723899,NA,0.664053713257412,242.379605338955,7,"Summer",0.84532466582917,0.500841922858291,1.79535300279569,0.436890487930841,0.258850925447855,0.927895140301067
3567,2017,2017,0.532932934455,0.532932934455,0,0,131.85352,0.2257,2.912221875,0.0492588565053784,27.037500625,34.0490104166667,31896.505364505,NA,0.664053713257412,242.379605338955,7,"Summer",1.32029587062183,0.748062726142353,2.41735490871174,0.703629152679313,0.398667263799451,1.28828804511894
3568,2017,2017,0.44765566994016,0.44765566994016,0,0,131.85352,0.2247,2.95396666666667,0.0423996602710925,27.3049179166667,34.6732377604167,30962.66259151,NA,0.664053713257412,242.379605338955,7,"Summer",1.68929408728765,0.928631356512012,2.94905053469405,0.756222076370703,0.415707092026824,1.32015919279585
3569,2017,2017,0.36219257675838,0.36219257675838,0.1099,0.1099,131.96342,0.2237,2.435925,0.0380643720934166,26.0494941666667,34.9367438541667,30175.864552678,NA,0.664053713257412,242.379605338955,7,"Summer",1.81249372036501,0.894512914259151,3.28907477745423,0.656471770937384,0.32398593735917,1.19127846879714
3570,2017,2017,0.41817232709406,0.41817232709406,0.2198,0.2198,132.18322,0.2227,2.05113375,0.036252989523153,24.114455,34.381661875,31319.848637656,NA,0.664053713257412,242.379605338955,7,"Summer",1.89881906196517,0.952459754820922,3.46968667895406,0.794033585872535,0.398292312136903,1.45092695282548
3571,2017,2017,0.36010296903888,0.36010296903888,0,0,132.18322,0.2217,2.05309375,0.035149381077614,24.2090460416667,34.4790730729167,29261.020641226,NA,0.664053713257412,242.379605338955,7,"Summer",1.9120398586532,0.871069233689771,3.58853462182913,0.688531230021699,0.313674617290108,1.29224197181948
3572,2017,2017,0.39006577418958,0.39006577418958,0,0,132.18322,0.2207,2.580784375,0.0328447161756664,26.1320410416667,36.4897243229167,33052.333041696,NA,0.664053713257412,242.379605338955,7,"Summer",2.0325469095282,1.0552567534661,3.6615634363033,0.792826983841757,0.411619542509536,1.4282505765259
3573,2017,2017,0.35336372713812,0.35336372713812,0,0,132.18322,0.2197,2.40486458333333,0.0314035221217564,25.6039375,36.7717210416667,33974.101575784,NA,0.664053713257412,242.379605338955,7,"Summer",1.97109544542306,0.996640497009858,3.61529028325859,0.696513633139665,0.352176600640192,1.27751244917848
3574,2017,2017,0.42643089611586,0.42643089611586,1.7584,1.7584,133.94162,0.2201375,1.89008708333333,0.0317374811725529,24.4683389583333,34.5961778645833,24285.810858713,NA,0.664053713257412,242.379605338955,7,"Summer",1.80147648232105,0.960288361911804,3.50268012040504,0.768205230687811,0.409496626699682,1.49365102255153
3575,2017,2017,0.37837095847974,0.37837095847974,0,0,133.94162,0.220575,2.09016958333333,0.0369015134124219,24.7648327083333,32.0023693229167,30838.37108231,NA,0.664053713257412,242.379605338955,7,"Summer",1.22310812440773,0.426715888218767,3.24645360799495,0.46278859335651,0.161456899623868,1.22836376331706
3576,2017,2017,0.7155980084907,0.7155980084907,0.1099,0.1099,134.05152,0.2210125,1.68786208333333,0.0353708802937399,23.2243960416667,32.5492250520833,26648.92677776,NA,0.664053713257412,242.379605338955,7,"Summer",1.83730409980025,1.14034590802565,3.11434519851639,1.31477115480886,0.816029260773673,2.2286192218109
3577,2017,2017,0.91393795964457,0.91393795964457,0,0,134.05152,0.22145,1.802475,0.0339232382079268,23.7059164583333,33.7057671875,30466.292942385,NA,0.664053713257412,242.379605338955,7,"Summer",1.96579947271977,1.37238875214111,2.83550193349146,1.79661875916788,1.25427817597101,2.59147285166341
3578,2017,2017,0.74345763084948,0.74345763084948,7.1435,7.1435,141.19502,0.2218875,1.797564375,0.050150483344444,24.511434375,32.5347072916667,27978.14996831,NA,0.664053713257412,242.379605338955,7,"Summer",1.18757253135745,0.78836151450616,1.87486375099464,0.882909860624931,0.586113383827658,1.39388176248005
3579,2017,2017,0.02904430524354,0.02904430524354,0.6594,0.6594,141.85442,0.222325,1.86018375,0.098752909868313,24.5086516666667,30.422989375,33878.920731054,NA,0.664053713257412,242.379605338955,7,"Summer",0.013886226218453,0.0117731940741779,0.0175713121180823,0.000403315792969598,0.000341944242381859,0.000510346552687095
3580,2017,2017,0.6073695275085,0.6073695275085,0,0,141.85442,0.2227625,1.952315,0.0868309171031837,24.699541875,31.4173888020833,27294.59597994,NA,0.664053713257412,242.379605338955,7,"Summer",0.838390166476677,0.556840975463562,1.39477294260449,0.509212639280712,0.338208240164676,0.847142583131331
3581,2017,2017,0.94509135961434,0.94509135961434,0,0,141.85442,0.2232,1.78143375,0.0778244269311637,23.7769658333333,30.386310625,26597.125784727,NA,0.664053713257412,242.379605338955,7,"Summer",1.6426466691412,1.13329392827393,2.37335904423706,1.55245117390462,1.07106629951509,2.24304112597099
3582,2017,2017,1.0533802506417,1.0533802506417,0.1099,0.1099,141.96432,0.227225,1.64711145833333,0.070013516576454,23.412821875,30.9879925,28569.802551032,NA,0.664053713257412,242.379605338955,7,"Summer",1.91386653366939,1.35643395271969,2.67855400703866,2.01602920893142,1.42884073709478,2.82153589129172
3583,2017,2017,0.73905558229386,0.73905558229386,25.0572,25.0572,167.02152,0.23125,1.266693125,0.106018906765316,22.5144889583333,28.6884119791667,24414.42933483,NA,0.664053713257412,242.379605338955,7,"Summer",1.43830842230909,0.965762362887132,2.15301024967985,1.06298986856781,0.713752065461043,1.59119424376179
3584,2017,2017,0.1367446080258,0.1367446080258,0,0,167.02152,0.235275,1.37646625,0.156792613415876,22.8318191666667,26.36401328125,29541.05263226,NA,0.664053713257412,242.379605338955,7,"Summer",0.072719932261701,0.0594554500458562,0.107850795999461,0.00994405863278903,0.00813021221151813,0.0147480148242169
3585,2017,2017,0.41784472442664,0.41784472442664,0.5495,0.5495,167.57102,0.2393,1.281155,0.136410248805727,23.1517441666667,28.2288195833333,27430.09876881,NA,0.664053713257412,242.379605338955,7,"Summer",0.310985979694157,0.242892573725483,0.431296671092361,0.129943850985854,0.101491380533602,0.180215038678715
3586,2017,2017,1.27212771583116,1.27212771583116,0,0,167.57102,0.243325,1.53794,0.124955518098895,24.1736395833333,30.07615,28600.1153195,NA,0.664053713257412,242.379605338955,7,"Summer",1.05623491971421,0.820054220269035,1.43717196974501,1.34366571579714,1.04321370208855,1.82826629512829
3587,2017,2017,1.76581249992414,1.76581249992414,0,0,167.57102,0.24735,1.913845,0.114374836634945,25.352405625,32.3521407291667,31208.63475364,NA,0.664053713257412,242.379605338955,7,"Summer",1.43153393193387,1.12614715573284,1.91458022117343,2.52782051107439,1.98856472434707,3.38078968665557
3588,2017,2017,1.35044610938298,1.35044610938298,8.4623,8.4623,176.03332,0.251375,1.36996958333333,0.112417386900823,23.0986049166667,29.68436671875,21094.06190568,NA,0.664053713257412,242.379605338955,7,"Summer",1.28673552893936,0.97824780054117,1.80630813626352,1.737666988861,1.32107093625328,2.4393217949639
3589,2017,2017,1.19161548118008,1.19161548118008,3.1871,3.1871,179.22042,0.2554,1.01943858333333,0.14856736260979,22.4809385416667,28.14516421875,31849.5916934,NA,0.664053713257412,242.379605338955,7,"Summer",0.47910563776948,0.416301675714035,0.595177673021378,0.570909695086768,0.496071521622054,0.70922292922501
