"block","year","water_year","GPP_avg","GPP_total","P_avg","P_total","P_acc","LAI_mod","VPD","S","Tair","Tsoil","PPFD_IN","WUE","GPP_avg_yr","GPP_total_yr","month","Season","B_WUE.pred","cred2.5_WUE.pred","cred97.5_WUE.pred","B_WUE.wght","cred2.5_WUE.wght","cred97.5_WUE.wght"
360,2009,2009,1.883333856294,1.883333856294,0,0,313.43153,0.37415,1.21606164583333,0.192335531081726,16.19051,15.50931140625,24079.7633878965,NA,1.23332234227357,450.162654929851,9,"Summer",1.58659168591291,1.15311307464946,2.20231166722903,2.98808183819435,2.1716968936226,4.14768812500372
361,2009,2009,1.8196975099998,1.8196975099998,0,0,313.43153,0.3713,1.564018575,0.187574555661981,17.8215989583333,16.6041986979167,23749.1614244076,NA,1.23332234227357,450.162654929851,9,"Summer",1.60802598561296,1.16527883083355,2.23006818458642,2.92612088203487,2.12045498692328,4.05804952262168
362,2009,2009,1.924801281288,1.924801281288,0,0,313.43153,0.36845,1.97545513541667,0.182264201636049,19.8521902083333,16.9570982291667,23423.3932340507,NA,1.23332234227357,450.162654929851,9,"Summer",1.67000808879341,1.19284903214213,2.36529650139894,3.21443370907088,2.29599734545032,4.55272573651871
363,2009,2009,1.935583832241,1.935583832241,0,0,313.43153,0.3656,0.883553620833334,0.176540652639288,13.7774154166667,16.4869258854167,23149.0285457928,NA,1.23332234227357,450.162654929851,9,"Summer",2.1441792425662,1.59221933914961,2.8216081433852,4.15023867533788,3.08187401023944,5.46145910325593
364,2009,2009,2.1715792560594,2.1715792560594,0,0,313.43153,0.36275,1.35207533125,0.171061661651071,18.9162422916667,16.9926119791667,22430.8540645923,NA,1.23332234227357,450.162654929851,9,"Summer",2.04876393277048,1.4884034986406,2.7964727246737,4.44905325696705,3.23218616229416,6.07276215903731
365,2009,2009,1.979850264642,1.979850264642,0,0,313.43153,0.3599,1.74763388333333,0.165368480560738,21.1338191666667,18.5538399479167,22081.5277789337,NA,1.23332234227357,450.162654929851,9,"Summer",2.00047863306753,1.38018424304815,2.87492287577732,3.96064815108942,2.73255813885361,5.69191681643307
366,2009,2010,2.3927330547144,2.3927330547144,0,0,0,0.3668125,1.19144285625,0.157671161981882,12.4984964583333,16.2853848958333,23097.6445724812,NA,1.5792457032633,576.424681691103,10,"Fall",2.45773119730032,1.82005812277041,3.27412110903156,5.88069467538327,4.3549132318542,7.834097802718
367,2009,2010,2.210211936117,2.210211936117,0,0,0,0.373725,1.2542054625,0.150335986504775,11.6737616666667,13.5889574010417,22583.2563916412,NA,1.5792457032633,576.424681691103,10,"Fall",2.70531492819022,1.97412308443624,3.58682015780626,5.97931934524152,4.36323040458509,7.92763272548846
368,2009,2010,2.199192864552,2.199192864552,0,0,0,0.3806375,0.977996558333334,0.145753315845014,14.282891875,15.0463072916667,15308.8545597471,NA,1.5792457032633,576.424681691103,10,"Fall",2.93791675594458,2.17653779449067,3.82812875784162,6.46104556632109,4.78662638707163,8.41879344883161
369,2009,2010,2.6525995699266,2.6525995699266,0,0,0,0.38755,0.650652970833333,0.141494706901886,15.01928375,15.8522647395833,22236.976542552,NA,1.5792457032633,576.424681691103,10,"Fall",2.97393837566598,2.23248976485665,3.87014512764972,7.8886676562798,5.92190139012428,10.2659453011572
370,2009,2010,2.2937897157174,2.2937897157174,0,0,0,0.3944625,1.2487132375,0.137723932522934,18.0532120833333,16.9551059895833,20190.941554138,NA,1.5792457032633,576.424681691103,10,"Fall",2.75760907006479,1.9592794983908,3.75464563575115,6.32537532488365,4.49417516362477,8.61236754544921
371,2009,2010,1.7550822624012,1.7550822624012,0,0,0,0.401375,0.97872140625,0.132491994918986,13.8222875,15.7715094270833,10305.7374347341,NA,1.5792457032633,576.424681691103,10,"Fall",2.80623485596972,2.00353449025352,3.78911312377951,4.92517301984444,3.51636784595298,6.65020523377701
372,2009,2010,2.31874921702656,2.31874921702656,0.44234,0.44234,0.44234,0.4082875,0.832858964583333,0.129041858780357,15.1738084791667,16.1612167708333,16552.626107934,NA,1.5792457032633,576.424681691103,10,"Fall",2.70884977415854,1.97687768671331,3.67020179204746,6.28114329287269,4.58388358822376,8.51027753163952
373,2009,2010,2.2222038122028,2.2222038122028,0.22116,0.22116,0.6635,0.4152,0.878641504166667,0.125072988514077,13.43329,15.27838125,18221.0581326229,NA,1.5792457032633,576.424681691103,10,"Fall",2.42137711269658,1.63435381155985,3.53224249134649,5.38079345061496,3.63186727053648,7.84936272989488
374,2009,2010,2.32188928975044,2.32188928975044,0,0,0.6635,0.4046875,1.13090346875,0.120853799371605,12.3536433333333,13.7199820052083,21408.215960842,NA,1.5792457032633,576.424681691103,10,"Fall",2.75994775617621,2.00451268267951,3.73362759307799,6.40829313533631,4.65425652908247,8.6690699202845
375,2009,2010,2.326494354714,2.326494354714,0,0,0.6635,0.394175,1.01314674583333,0.117267355513917,12.1974989583333,13.7553229010417,17430.5222013117,NA,1.5792457032633,576.424681691103,10,"Fall",3.01297134883255,2.23269464986271,3.9506306628112,7.00966083397395,5.19435149870574,9.19111993459027
376,2009,2010,2.246533524414,2.246533524414,0,0,0.6635,0.3836625,0.86792738125,0.114252655180912,11.8892554166667,13.7783371979167,19583.69241434,NA,1.5792457032633,576.424681691103,10,"Fall",3.05818760382885,2.21883634532826,4.0460703094581,6.87032097594883,4.98469023496817,9.08963259233376
